point_key,point_label,is_single_operator,point_tp_map_x,point_tp_map_y,from_system_label,from_infrastructure_type_label,from_country_key,from_country_label,from_bz_key,from_bz_label,from_bz_label_long,from_operator_key,from_operator_label,from_operator_long_label,from_point_key,from_point_label,from_is_cam,from_is_cmp,from_booking_platform_key,from_booking_platform_label,from_booking_platform_url,to_is_cam,to_is_cmp,to_booking_platform_key,to_booking_platform_label,to_booking_platform_url,from_tso_item_identifier,from_tso_point_label,from_direction_key,from_has_data,to_system_label,to_infrastructure_type_label,to_country_key,to_country_label,to_bz_key,to_bz_label,to_bz_label_long,to_operator_key,to_operator_label,to_operator_long_label,to_point_key,to_point_label,to_direction_key,to_has_data,to_tso_item_identifier,to_tso_point_label,valid_from,validto,last_update_date_time,is_invalid,entry_tp_ne_mo_usage,exit_tp_ne_mo_usage,id,data_set,from_region_key,to_region_key
ITP-00061,Zeebrugge IZT,False,-67.33,-11.5,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00061,Zeebrugge IZT,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000074,,exit,True,IUK,Transmission,UK,United Kingdom,UK-IUK-----,IUK,Interconnector IUK,UK-TSO-0003,Interconnector,Interconnector Limited,ITP-00061,Zeebrugge FTS,entry,True,21Z0000000000074,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00061BeLuxBE-TSO-0001ITP-00061exitIUKUK-TSO-0003ITP-00061entry,4,Western Europe,Western Europe
ITP-00061,Zeebrugge IZT,False,-67.33,-11.5,IUK,Transmission,UK,United Kingdom,UK-IUK-----,IUK,Interconnector IUK,UK-TSO-0003,Interconnector,Interconnector Limited,ITP-00061,Zeebrugge FTS,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000074,,exit,True,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00061,Zeebrugge IZT,entry,True,21Z0000000000074,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00061IUKUK-TSO-0003ITP-00061exitBeLuxBE-TSO-0001ITP-00061entry,4,Western Europe,Western Europe
ITP-00063,Julianadorp (GTS) /Balgzand (BBL),False,-58.54,1.04,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00063,Julianadorp,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000087H,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,UK-TSO-0004,BBL,BBL company,ITP-00063,Julianadorp (BBL),entry,True,21Z000000000087H,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00063NetherlandsNL-TSO-0001ITP-00063exitNetherlandsUK-TSO-0004ITP-00063entry,4,Western Europe,Western Europe
ITP-00063,Julianadorp (GTS) /Balgzand (BBL),False,-58.54,1.04,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,UK-TSO-0004,BBL,BBL company,ITP-00063,Julianadorp (BBL),True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000087H,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00063,Julianadorp,entry,True,21Z000000000087H,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00063NetherlandsUK-TSO-0004ITP-00063exitNetherlandsNL-TSO-0001ITP-00063entry,4,Western Europe,Western Europe
ITP-00064,Badajoz (ES) / Campo Maior (PT),False,-119.66,-71.61,Portugal,Transmission,PT,Portugal,PT---------,Portugal,Portuguese Balancing Zone,PT-TSO-0001,REN,"REN - Gasodutos, S.A.",ITP-00064,Campo Maior,False,False,,,,False,False,,,,21Z000000000062X,,exit,True,Spain,Transmission,ES,Spain,ES---------,Spain,Spanish Balancing Zone,ES-TSO-0006,Enagas,Enagas Transporte S.A.U.,ITP-00064,BADAJOZ,entry,True,21Z000000000062X,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00064PortugalPT-TSO-0001ITP-00064exitSpainES-TSO-0006ITP-00064entry,4,Southern Europe,Southern Europe
ITP-00064,Badajoz (ES) / Campo Maior (PT),False,-119.66,-71.61,Spain,Transmission,ES,Spain,ES---------,Spain,Spanish Balancing Zone,ES-TSO-0006,Enagas,Enagas Transporte S.A.U.,ITP-00064,BADAJOZ,False,False,,,,False,False,,,,21Z000000000062X,,exit,True,Portugal,Transmission,PT,Portugal,PT---------,Portugal,Portuguese Balancing Zone,PT-TSO-0001,REN,"REN - Gasodutos, S.A.",ITP-00064,Campo Maior,entry,True,21Z000000000062X,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00064SpainES-TSO-0006ITP-00064exitPortugalPT-TSO-0001ITP-00064entry,4,Southern Europe,Southern Europe
ITP-00070,Kiefersfelden,False,-19.78,-37.7,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0010,bayernets,bayernets GmbH,ITP-00070,Kiefersfelden,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,,,21Z000000000038U,,exit,True,Austria,Transmission,AT,Austria,AT---------,Austria,Austrian Balancing Zone,AT-TSO-0004,TIGAS,TIGAS GmbH,ITP-00070,Kiefersfelden,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00070DE THE BZDE-TSO-0010ITP-00070exitAustriaAT-TSO-0004ITP-00070entry,4,Western Europe,Western Europe
ITP-00071,Haanrade,False,-51.37,-13.64,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0002,Thyssengas,Thyssengas GmbH,ITP-00071,Haanrade,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,False,,,,21Z000000000240Z,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00071,Haanrade,entry,True,21Z000000000240Z,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00071DE THE BZDE-TSO-0002ITP-00071exitNetherlandsNL-TSO-0001ITP-00071entry,4,Western Europe,Western Europe
ITP-00071,Haanrade,False,-51.37,-13.64,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00071,Haanrade,False,False,,,,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000240Z,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0002,Thyssengas,Thyssengas GmbH,ITP-00071,Haanrade,entry,True,21Z000000000240Z,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00071NetherlandsNL-TSO-0001ITP-00071exitDE THE BZDE-TSO-0002ITP-00071entry,4,Western Europe,Western Europe
ITP-00072,Remich,False,-49.97,-25.74,BeLux,Transmission,LU,Luxemburg,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,LU-TSO-0001,CREOS,Creos Luxembourg S.A.,ITP-00072,Entry Point Germany,False,False,,,,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000406,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,ITP-00072,Remich,entry,True,21Z0000000000406,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00072BeLuxLU-TSO-0001ITP-00072exitDE THE BZDE-TSO-0009ITP-00072entry,4,Western Europe,Western Europe
ITP-00072,Remich,False,-49.97,-25.74,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,ITP-00072,Remich,False,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,False,,,,21Z0000000000406,,exit,True,BeLux,Transmission,LU,Luxemburg,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,LU-TSO-0001,CREOS,Creos Luxembourg S.A.,ITP-00072,Entry Point Germany,entry,True,21Z0000000000406,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00072DE THE BZDE-TSO-0009ITP-00072exitBeLuxLU-TSO-0001ITP-00072entry,4,Western Europe,Western Europe
ITP-00074,Gela,False,-9.1,-75.04,Transmission,Transmission,LY,Libya,,,,LY-TSO-0001,Green Stream,Green Stream,ITP-00074,Gela,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,Italy,Transmission,IT,Italy,IT---------,Italy,Punto Scambio Virtuale,IT-TSO-0001,SNAM RETE GAS,Snam Rete Gas S.p.A.,ITP-00074,GELA,entry,True,21Z000000000149L,,,,Dec 30 2024  4:48PM,False,Both,OnlyTP,4InterconnectionsITP-00074TransmissionLY-TSO-0001ITP-00074exitItalyIT-TSO-0001ITP-00074entry,4,Northern Africa,Southern Europe
ITP-00076,Bunde (DE) / Oude Statenzijl (H) (NL) (GASCADE),False,-46.1,0.69,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00076,Bunde,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000074Q,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00076,Oude Statenzijl,entry,True,21Z000000000074Q,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00076DE THE BZDE-TSO-0001ITP-00076exitNetherlandsNL-TSO-0001ITP-00076entry,4,Western Europe,Western Europe
ITP-00076,Bunde (DE) / Oude Statenzijl (H) (NL) (GASCADE),False,-46.1,0.69,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00076,Oude Statenzijl,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000074Q,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00076,Bunde,entry,True,21Z000000000074Q,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00076NetherlandsNL-TSO-0001ITP-00076exitDE THE BZDE-TSO-0001ITP-00076entry,4,Western Europe,Western Europe
ITP-00077,Twynholm,False,-103.27,19.0,NI,Transmission,UK,United Kingdom,UK-NI------,NI,Northern Ireland Balancing Zone,UK-TSO-0002,PTL,Premier Transmission Ltd,ITP-00077,Twynholm,,,,,,,,,,,,,exit,False,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,IE-TSO-0001,GNI (UK),GNI (UK) Ltd.,ITP-00077,Twynholm,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00077NIUK-TSO-0002ITP-00077exitUKIE-TSO-0001ITP-00077entry,4,Western Europe,Western Europe
ITP-00077,Twynholm,False,-103.27,19.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,IE-TSO-0001,GNI (UK),GNI (UK) Ltd.,ITP-00077,Twynholm,,,,,,False,False,,,,,,exit,False,NI,Transmission,UK,United Kingdom,UK-NI------,NI,Northern Ireland Balancing Zone,UK-TSO-0002,PTL,Premier Transmission Ltd,ITP-00077,Twynholm,entry,True,21Z000000000082R,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00077UKIE-TSO-0001ITP-00077exitNIUK-TSO-0002ITP-00077entry,4,Western Europe,Western Europe
ITP-00078,Winterswijk,False,-47.55,-6.18,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00078,Winterswijk,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000073S,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,ITP-00078,Vreden,entry,True,21Z000000000073S,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00078NetherlandsNL-TSO-0001ITP-00078exitDE THE BZDE-TSO-0009ITP-00078entry,4,Western Europe,Western Europe
ITP-00079,Murfeld (AT) / Ceršak (SI),False,-2.15,-44.27,Austria,Transmission,AT,Austria,AT---------,Austria,Austrian Balancing Zone,AT-TSO-0001,GCA,Gas Connect Austria GmbH,ITP-00079,Murfeld,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000058,,exit,True,Slovenia,Transmission,SI,Slovenia,SI---------,Slovenia,Slovenian Balancing Zone,SI-TSO-0001,Plinovodi,Plinovodi d.o.o.,ITP-00079,Murfeld_Cersak,entry,True,21Z0000000000058,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00079AustriaAT-TSO-0001ITP-00079exitSloveniaSI-TSO-0001ITP-00079entry,4,Western Europe,Southern Europe
ITP-00079,Murfeld (AT) / Ceršak (SI),False,-2.15,-44.27,Slovenia,Transmission,SI,Slovenia,SI---------,Slovenia,Slovenian Balancing Zone,SI-TSO-0001,Plinovodi,Plinovodi d.o.o.,ITP-00079,Murfeld_Cersak,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000058,,exit,True,Austria,Transmission,AT,Austria,AT---------,Austria,Austrian Balancing Zone,AT-TSO-0001,GCA,Gas Connect Austria GmbH,ITP-00079,Murfeld,entry,True,21Z0000000000058,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00079SloveniaSI-TSO-0001ITP-00079exitAustriaAT-TSO-0001ITP-00079entry,4,Southern Europe,Western Europe
ITP-00084,Mediesu Aurit (RO) - Tekovo (UA),False,36.52,-37.02,RO_NTS,Transmission,RO,Romania,RO---------,RO_NTS,Romanian National Transmission System Balancing Zone,RO-TSO-0001,Transgaz,SNTGN Transgaz S.A.,ITP-00084,Mediesu Aurit (RO) - Tekovo (UA),,,,,,,,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsITP-00084RO_NTSRO-TSO-0001ITP-00084exitTransmission,4,Eastern Europe,Eastern Europe
ITP-00085,Kotlovka,False,51.15,16.93,Transmission,Transmission,BY,Belarus,,,,BY-TSO-0001,Gazprom Belarus,OAO Gazprom Transgaz Belarus,ITP-00085,Kotlovka,,,,,,False,False,,,,,,exit,False,Lithuania,Transmission,LT,Lithuania,LT---------,Lithuania,Lithuanian balancing zone,LT-TSO-0001,Amber Grid,AB Amber Grid,ITP-00085,Kotlovka,entry,True,21Z000000000156O,,,,Dec 30 2024  4:48PM,False,Both,OnlyTP,4InterconnectionsITP-00085TransmissionBY-TSO-0001ITP-00085exitLithuaniaLT-TSO-0001ITP-00085entry,4,Eastern Europe,Northern Europe
ITP-00088,Zandvliet H-gas,False,-61.0,-11.48,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00088,Zandvliet H,False,False,,,,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000001062,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00088,Zandvliet-H,entry,True,21Z0000000001062,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00088BeLuxBE-TSO-0001ITP-00088exitNetherlandsNL-TSO-0001ITP-00088entry,4,Western Europe,Western Europe
ITP-00088,Zandvliet H-gas,False,-61.0,-11.48,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00088,Zandvliet-H,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,False,,,,21Z0000000001062,,exit,True,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00088,Zandvliet H,entry,True,21Z0000000001062,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00088NetherlandsNL-TSO-0001ITP-00088exitBeLuxBE-TSO-0001ITP-00088entry,4,Western Europe,Western Europe
ITP-00090,Moffat,False,-101.25,21.7,Ireland,Transmission,IE,Ireland,IE---------,Ireland,Irish Balancing Point,IE-TSO-0002,GNI,Gas Networks Ireland,ITP-00495,Moffat,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000081T,,exit,True,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00090,Moffat,entry,True,48ZMOFFAT-ENTRYQ,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00090IrelandIE-TSO-0002ITP-00495exitUKUK-TSO-0001ITP-00090entry,4,Northern Europe,Western Europe
ITP-00090,Moffat,False,-101.25,21.7,NI,Transmission,UK,United Kingdom,UK-NI------,NI,Northern Ireland Balancing Zone,UK-TSO-0002,PTL,Premier Transmission Ltd,ITP-00496,Moffat NI VRF Exit,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000081T,,exit,True,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00090,Moffat,entry,True,48ZMOFFAT-ENTRYQ,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00090NIUK-TSO-0002ITP-00496exitUKUK-TSO-0001ITP-00090entry,4,Western Europe,Western Europe
ITP-00090,Moffat,False,-101.25,21.7,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00090,Moffat,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000081T,,exit,True,Ireland,Transmission,IE,Ireland,IE---------,Ireland,Irish Balancing Point,IE-TSO-0002,GNI,Gas Networks Ireland,ITP-00495,Moffat,entry,True,21Z000000000081T,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00090UKUK-TSO-0001ITP-00090exitIrelandIE-TSO-0002ITP-00495entry,4,Western Europe,Northern Europe
ITP-00090,Moffat,False,-101.25,21.7,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00090,Moffat,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000081T,,exit,True,NI,Transmission,UK,United Kingdom,UK-NI------,NI,Northern Ireland Balancing Zone,UK-TSO-0002,PTL,Premier Transmission Ltd,ITP-00496,Moffat,entry,True,21Z000000000081T,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00090UKUK-TSO-0001ITP-00090exitNIUK-TSO-0002ITP-00496entry,4,Western Europe,Western Europe
ITP-00090,Moffat,False,-101.25,21.7,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00090,Moffat,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,,,21Z000000000081T,,exit,True,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,IE-TSO-0001,GNI (UK),GNI (UK) Ltd.,ITP-00496,Moffat (NI),entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00090UKUK-TSO-0001ITP-00090exitUKIE-TSO-0001ITP-00496entry,4,Western Europe,Western Europe
ITP-00091,Easington,False,-82.49,7.93,Transmission,Transmission,NO,Norway,,,,NO-TSO-0001,Gassco,Gassco AS,ITP-00091,Easington,,,,,,False,False,,,,,,exit,False,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00091,Easington,entry,True,21YEA-EC-------9,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00091TransmissionNO-TSO-0001ITP-00091exitUKUK-TSO-0001ITP-00091entry,4,Northern Europe,Western Europe
ITP-00093,Mazara del Vallo,False,-18.28,-74.15,Transmission,Transmission,DZ,Algeria,,,,TN-TSO-0001,TMPC,TMPC,ITP-00093,Mazara del Vallo,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,Italy,Transmission,IT,Italy,IT---------,Italy,Punto Scambio Virtuale,IT-TSO-0001,SNAM RETE GAS,Snam Rete Gas S.p.A.,ITP-00093,MAZARA DEL VALLO,entry,True,21Z000000000080V,,,,Dec 30 2024  4:48PM,False,Both,OnlyTP,4InterconnectionsITP-00093TransmissionTN-TSO-0001ITP-00093exitItalyIT-TSO-0001ITP-00093entry,4,,Southern Europe
ITP-00095,Beregdaróc 1400 (HU) - Beregovo (UA) (UA>HU),False,33.71,-35.03,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00095,GMS Beregovo UA>HU,False,False,,,,False,False,RBP,RBP,https://rbp.eu/,21Z000000000139O,,exit,True,Hungary,Transmission,HU,Hungary,HU---------,Hungary,Hungarian Balancing Zone,HU-TSO-0001,FGSZ,FGSZ Ltd.,ITP-00095,Beregdaróc (UA>HU),entry,True,21Z000000000139O,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00095TransmissionUA-TSO-0001ITP-00095exitHungaryHU-TSO-0001ITP-00095entry,4,Eastern Europe,Eastern Europe
ITP-00096,Mallnow,False,-7.12,-1.58,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00096,Mallnow,True,True,RBP,RBP,https://rbp.eu/,True,True,RBP,RBP,https://rbp.eu/,21Z000000000056S,,exit,True,TGPS (YAMAL),Transmission,PL,Poland,PL-YAMAL---,TGPS (YAMAL),Polish Transit Gas Pipeline System,PL-TSO-0001,GAZ-SYSTEM (ISO),GAZ-SYSTEM S.A. (ISO),ITP-00096,Mallnow,entry,True,21Z000000000056S,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00096DE THE BZDE-TSO-0001ITP-00096exitTGPS (YAMAL)PL-TSO-0001ITP-00096entry,4,Western Europe,Eastern Europe
ITP-00096,Mallnow,False,-7.12,-1.58,TGPS (YAMAL),Transmission,PL,Poland,PL-YAMAL---,TGPS (YAMAL),Polish Transit Gas Pipeline System,PL-TSO-0001,GAZ-SYSTEM (ISO),GAZ-SYSTEM S.A. (ISO),ITP-00096,Mallnow,True,True,RBP,RBP,https://rbp.eu/,True,True,RBP,RBP,https://rbp.eu/,21Z000000000056S,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00096,Mallnow,entry,True,21Z000000000056S,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00096TGPS (YAMAL)PL-TSO-0001ITP-00096exitDE THE BZDE-TSO-0001ITP-00096entry,4,Eastern Europe,Western Europe
ITP-00097,Nybro,False,-40.74,25.36,Joint Bal Zone DK/SE,Production,DK,Denmark,DK-SE-------,Joint Bal Zone DK/SE,Joint Balancing Zone between Denmark and Sweden ,,,,,,,,,,,False,False,,,,,,,False,Joint Bal Zone DK/SE,Transmission,DK,Denmark,DK-SE-------,Joint Bal Zone DK/SE,Joint Balancing Zone between Denmark and Sweden ,DK-TSO-0001,Energinet,Energinet,ITP-00097,Nybro,entry,True,21Z0000000000252,,,,Dec 30 2024  4:48PM,False,Both,,4InterconnectionsITP-00097Joint Bal Zone DK/SEJoint Bal Zone DK/SEDK-TSO-0001ITP-00097entry,4,Northern Europe,Northern Europe
ITP-00100,Korneti,False,63.9,43.23,Joint Bal Zone EE/LV,Transmission,LV,Latvia,EE-LV------,Joint Bal Zone EE/LV,Common Balancing Zone of Estonia and Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,Conexus Baltic Grid,ITP-00100,Korneti - exit,False,False,,,,,,,,,21Z000000000155Q,,exit,True,Transmission,Transmission,EE,Estonia,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsITP-00100Joint Bal Zone EE/LVLV-TSO-0001ITP-00100exitTransmission,4,Northern Europe,Northern Europe
ITP-00100,Korneti,False,63.9,43.23,Transmission,Transmission,EE,Estonia,,,,,,,,,,,,,,False,False,,,,,,,False,Joint Bal Zone EE/LV,Transmission,LV,Latvia,EE-LV------,Joint Bal Zone EE/LV,Common Balancing Zone of Estonia and Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,Conexus Baltic Grid,ITP-00100,Korneti - entry,entry,True,21Z000000000155Q,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00100TransmissionJoint Bal Zone EE/LVLV-TSO-0001ITP-00100entry,4,Northern Europe,Northern Europe
ITP-00101,Zelzate,False,-63.11,-12.94,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00101,Zelzate 1,False,False,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000019Y,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00101,Zelzate,entry,True,21Z000000000019Y,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00101BeLuxBE-TSO-0001ITP-00101exitNetherlandsNL-TSO-0001ITP-00101entry,4,Western Europe,Western Europe
