point_key,point_label,is_single_operator,point_tp_map_x,point_tp_map_y,from_system_label,from_infrastructure_type_label,from_country_key,from_country_label,from_bz_key,from_bz_label,from_bz_label_long,from_operator_key,from_operator_label,from_operator_long_label,from_point_key,from_point_label,from_is_cam,from_is_cmp,from_booking_platform_key,from_booking_platform_label,from_booking_platform_url,to_is_cam,to_is_cmp,to_booking_platform_key,to_booking_platform_label,to_booking_platform_url,from_tso_item_identifier,from_tso_point_label,from_direction_key,from_has_data,to_system_label,to_infrastructure_type_label,to_country_key,to_country_label,to_bz_key,to_bz_label,to_bz_label_long,to_operator_key,to_operator_label,to_operator_long_label,to_point_key,to_point_label,to_direction_key,to_has_data,to_tso_item_identifier,to_tso_point_label,valid_from,validto,last_update_date_time,is_invalid,entry_tp_ne_mo_usage,exit_tp_ne_mo_usage,id,data_set,from_region_key,to_region_key
ITP-00101,Zelzate,False,-63.11,-12.94,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00101,Zelzate,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,False,,,,21Z000000000019Y,,exit,True,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00101,Zelzate 1,entry,True,21Z000000000019Y,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00101NetherlandsNL-TSO-0001ITP-00101exitBeLuxBE-TSO-0001ITP-00101entry,4,Western Europe,Western Europe
ITP-00102,Bunde (DE) / Oude Statenzijl (H) (NL) (GUD),False,-46.1,0.69,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00102,OUDE STATENZIJL H,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000076M,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00102,Oude Statenzijl,entry,True,21Z000000000076M,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00102DE THE BZDE-TSO-0005ITP-00102exitNetherlandsNL-TSO-0001ITP-00102entry,4,Western Europe,Western Europe
ITP-00102,Bunde (DE) / Oude Statenzijl (H) (NL) (GUD),False,-46.1,0.69,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00102,Oude Statenzijl,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000076M,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00102,OUDE STATENZIJL H,entry,True,21Z000000000076M,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00102NetherlandsNL-TSO-0001ITP-00102exitDE THE BZDE-TSO-0005ITP-00102entry,4,Western Europe,Western Europe
ITP-00103,Bunde (DE) / Oude Statenzijl (H) (NL) I (OGE),False,-46.1,0.69,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,False,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00103,Oude Statenzijl 1,entry,True,21Z000000000075O,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00103DE THE BZNetherlandsNL-TSO-0001ITP-00103entry,4,Western Europe,Western Europe
ITP-00106,Zeebrugge ZPT,False,-66.93,-11.5,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00106,Zeebrugge ZPT,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,,,21Z000000000046V,,exit,True,Transmission,Transmission,NO,Norway,,,,NO-TSO-0001,Gassco,Gassco AS,ITP-00106,Zeebrugge ZPT,entry,False,,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00106BeLuxBE-TSO-0001ITP-00106exitTransmissionNO-TSO-0001ITP-00106entry,4,Western Europe,Northern Europe
ITP-00106,Zeebrugge ZPT,False,-66.93,-11.5,Transmission,Transmission,NO,Norway,,,,NO-TSO-0001,Gassco,Gassco AS,ITP-00106,Zeebrugge ZPT,,,,,,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00106,Zeebrugge ZPT,entry,True,21Z000000000046V,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00106TransmissionNO-TSO-0001ITP-00106exitBeLuxBE-TSO-0001ITP-00106entry,4,Northern Europe,Western Europe
ITP-00107,Bunde (DE) / Oude Statenzijl (L) (NL) (GUD),False,-46.1,0.69,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00107,OUDE STATENZIJL L,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000078I,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00107,Oude Statenzijl GUD-G,entry,True,21Z000000000078I,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00107DE THE BZDE-TSO-0005ITP-00107exitNetherlandsNL-TSO-0001ITP-00107entry,4,Western Europe,Western Europe
ITP-00107,Bunde (DE) / Oude Statenzijl (L) (NL) (GUD),False,-46.1,0.69,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00107,Oude Statenzijl GUD-G,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000078I,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00107,OUDE STATENZIJL L,entry,True,21Z000000000078I,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00107NetherlandsNL-TSO-0001ITP-00107exitDE THE BZDE-TSO-0005ITP-00107entry,4,Western Europe,Western Europe
ITP-00110,Zelzate (Zebra Pijpleiding),False,-63.94,-12.68,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00110,Zelzate 2,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,False,,,,21Z0000000000171,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00110,Zelzate 2,entry,True,21Z0000000000171,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00110BeLuxBE-TSO-0001ITP-00110exitNetherlandsNL-TSO-0001ITP-00110entry,4,Western Europe,Western Europe
ITP-00110,Zelzate (Zebra Pijpleiding),False,-63.94,-12.68,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00110,Zelzate 2,False,False,,,,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000171,,exit,True,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00110,Zelzate 2,entry,True,21Z0000000000171,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00110NetherlandsNL-TSO-0001ITP-00110exitBeLuxBE-TSO-0001ITP-00110entry,4,Western Europe,Western Europe
ITP-00112,Eynatten 1 (BE) // Lichtenbusch / Raeren (DE),False,-51.06,-18.02,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00112,Eynatten 1,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000155,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00112,Eynatten,entry,True,21Z0000000000155,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00112BeLuxBE-TSO-0001ITP-00112exitDE THE BZDE-TSO-0001ITP-00112entry,4,Western Europe,Western Europe
ITP-00112,Eynatten 1 (BE) // Lichtenbusch / Raeren (DE),False,-51.06,-18.02,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00112,Eynatten,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000155,,exit,True,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00112,Eynatten 1,entry,True,21Z0000000000155,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00112DE THE BZDE-TSO-0001ITP-00112exitBeLuxBE-TSO-0001ITP-00112entry,4,Western Europe,Western Europe
ITP-00113,GDLux (BE) / Bras Petange (LU),False,-52.51,-25.48,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00113,GDLux,False,False,,,,False,False,,,,21Z0000000001070,,exit,True,BeLux,Transmission,LU,Luxemburg,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,LU-TSO-0001,CREOS,Creos Luxembourg S.A.,ITP-00113,Entry Point Belgium,entry,True,21Z0000000001070,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00113BeLuxBE-TSO-0001ITP-00113exitBeLuxLU-TSO-0001ITP-00113entry,4,Western Europe,Western Europe
ITP-00113,GDLux (BE) / Bras Petange (LU),False,-52.51,-25.48,BeLux,Transmission,LU,Luxemburg,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,LU-TSO-0001,CREOS,Creos Luxembourg S.A.,ITP-00113,Entry Point Belgium,False,False,,,,False,False,,,,21Z0000000001070,,exit,True,BeLux,Transmission,BE,Belgium,BE-LUX------,BeLux,Belgian and Luxembourg Balancing Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00113,GDLux,entry,True,21Z0000000001070,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00113BeLuxLU-TSO-0001ITP-00113exitBeLuxBE-TSO-0001ITP-00113entry,4,Western Europe,Western Europe
ITP-00115,Blaregnies L (BE) / Taisnières B (FR),False,-63.37,-20.39,L-Zone,Transmission,BE,Belgium,BE-L-ZONE--,L-Zone,Belgian L-Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00115,Blaregnies L,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000011D,,exit,True,TRF,Transmission,FR,France,FR----------,TRF,Trading Region France,FR-TSO-0003,GRTgaz,GRTgaz,ITP-00115,TAISNIERES B,entry,True,21Z000000000011D,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00115L-ZoneBE-TSO-0001ITP-00115exitTRFFR-TSO-0003ITP-00115entry,4,Western Europe,Western Europe
ITP-00115,Blaregnies L (BE) / Taisnières B (FR),False,-63.37,-20.39,TRF,Transmission,FR,France,FR----------,TRF,Trading Region France,FR-TSO-0003,GRTgaz,GRTgaz,ITP-00115,TAISNIERES B,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000011D,,exit,True,L-Zone,Transmission,BE,Belgium,BE-L-ZONE--,L-Zone,Belgian L-Zone,BE-TSO-0001,Fluxys Belgium,Fluxys Belgium,ITP-00115,Blaregnies L,entry,True,21Z000000000011D,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00115TRFFR-TSO-0003ITP-00115exitL-ZoneBE-TSO-0001ITP-00115entry,4,Western Europe,Western Europe
ITP-00117,Uzhhorod (UA) - Velké Kapušany (SK),False,32.92,-31.99,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00117,GMS Uhzgorod,False,False,,,,False,False,,,,21Z000000000085L,,exit,True,Slovakia,Transmission,SK,Slovakia,SK---------,Slovakia,Slovakian Balancing Zone,SK-TSO-0001,Eustream,"eustream, a.s.",ITP-00117,Velke Kapusany,entry,True,21Z000000000085L,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00117TransmissionUA-TSO-0001ITP-00117exitSlovakiaSK-TSO-0001ITP-00117entry,4,Eastern Europe,Eastern Europe
ITP-00118,Bunde (DE) / Oude Statenzijl (L) (NL) (GTG Nord),False,-46.1,0.69,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0006,GTG,Gastransport Nord GmbH,ITP-00118,Oude Statenzijl,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000079G,,exit,True,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00118,Oude Statenzijl GTG Nord-G),entry,True,21Z000000000079G,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00118DE THE BZDE-TSO-0006ITP-00118exitNetherlandsNL-TSO-0001ITP-00118entry,4,Western Europe,Western Europe
ITP-00118,Bunde (DE) / Oude Statenzijl (L) (NL) (GTG Nord),False,-46.1,0.69,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00118,Oude Statenzijl GTG Nord-G),True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000079G,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0006,GTG,Gastransport Nord GmbH,ITP-00118,Oude Statenzijl,entry,True,21Z000000000079G,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00118NetherlandsNL-TSO-0001ITP-00118exitDE THE BZDE-TSO-0006ITP-00118entry,4,Western Europe,Western Europe
ITP-00120,Greifswald,False,-13.01,11.65,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0018,Fluxys Deutschland,Fluxys Deutschland GmbH,ITP-00297,Greifswald,False,False,,,,,,,,,21Z000000000255M,,exit,True,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00120DE THE BZDE-TSO-0018ITP-00297exitTransmissionRU-TSO-0002ITP-00120entry,4,Western Europe,Eastern Europe
ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00247,Greifswald / NEL,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0001ITP-00247entry,4,Eastern Europe,Western Europe
ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,,,,,,,,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00251,Greifswald / OPAL,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0001ITP-00251entry,4,Eastern Europe,Western Europe
ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00491,GREIFSWALD,entry,True,21Z000000000255M,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0005ITP-00491entry,4,Eastern Europe,Western Europe
ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,,,,,,False,False,,,,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0015,GOAL,Gasunie Ostseeanbindungsleitung GmbH,ITP-00250,GREIFSWALD,entry,True,21Z000000000255M,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0015ITP-00250entry,4,Eastern Europe,Western Europe
ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,,,,,,True,True,RBP,RBP,https://rbp.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0016,OPAL,OPAL Gastransport GmbH & Co. KG,ITP-00251,Greifswald-OPAL,entry,True,21Z000000000241X,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0016ITP-00251entry,4,Eastern Europe,Western Europe
ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,,,,,,True,True,RBP,RBP,https://rbp.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0017,NEL,NEL Gastransport GmbH,ITP-00247,Greifswald-NEL,entry,True,21Z000000000255M,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0017ITP-00247entry,4,Eastern Europe,Western Europe
ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0018,Fluxys Deutschland,Fluxys Deutschland GmbH,ITP-00297,Greifswald,entry,True,21Z000000000255M,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0018ITP-00297entry,4,Eastern Europe,Western Europe
ITP-00120,Greifswald,False,-13.01,11.65,Transmission,Transmission,RU,Russia,,,,RU-TSO-0002,Nord Stream,Nord Stream AG,ITP-00120,Greifswald,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0020,LBTG,Lubmin-Brandov Gastransport GmbH,ITP-00454,Lubmin (regulated),entry,True,21Z000000000241X,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00120TransmissionRU-TSO-0002ITP-00120exitDE THE BZDE-TSO-0020ITP-00454entry,4,Eastern Europe,Western Europe
ITP-00123,Brandov STEGAL (CZ) / Stegal (DE),False,-11.87,-17.28,Czech,Transmission,CZ,Czechia,CZ---------,Czech,Czech Balancing Zone,CZ-TSO-0001,N4G,"NET4GAS, s.r.o.",ITP-00123,Brandov STEGAL,False,False,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000091Q,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00123,Brandov-STEGAL,entry,True,21Z000000000091Q,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00123CzechCZ-TSO-0001ITP-00123exitDE THE BZDE-TSO-0001ITP-00123entry,4,Eastern Europe,Western Europe
ITP-00128,Kulata (BG) / Sidirokastron (GR),False,37.9,-65.4,Bulgaria,Transmission,BG,Bulgaria,BG-NGTS----,Bulgaria,Balancing Zone Bulgaria,BG-TSO-0001,Bulgartransgaz,Bulgartransgaz EAD,ITP-00128,Kulata (BG) / Sidirokastron (GR),True,True,RBP,RBP,https://rbp.eu/,True,True,RBP,RBP,https://rbp.eu/,21Z000000000020C,,exit,True,Greece,Transmission,GR,Greece,GR---------,Greece,Greek Balancing Zone,GR-TSO-0001,DESFA S.A.,DESFA S.A.,ITP-00128,Kulata (BG) / Sidirokastron (GR),entry,True,21Z000000000020C,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00128BulgariaBG-TSO-0001ITP-00128exitGreeceGR-TSO-0001ITP-00128entry,4,Eastern Europe,Southern Europe
ITP-00128,Kulata (BG) / Sidirokastron (GR),False,37.9,-65.4,Greece,Transmission,GR,Greece,GR---------,Greece,Greek Balancing Zone,GR-TSO-0001,DESFA S.A.,DESFA S.A.,ITP-00128,Kulata (BG) / Sidirokastron (GR),True,True,RBP,RBP,https://rbp.eu/,True,True,RBP,RBP,https://rbp.eu/,21Z000000000020C,,exit,True,Bulgaria,Transmission,BG,Bulgaria,BG-NGTS----,Bulgaria,Balancing Zone Bulgaria,BG-TSO-0001,Bulgartransgaz,Bulgartransgaz EAD,ITP-00128,Kulata (BG) / Sidirokastron (GR),entry,True,21Z000000000020C,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00128GreeceGR-TSO-0001ITP-00128exitBulgariaBG-TSO-0001ITP-00128entry,4,Southern Europe,Eastern Europe
ITP-00135,Ellund,False,-34.5,17.85,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00109,ELLUND,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z000000000144V,,exit,True,Joint Bal Zone DK/SE,Transmission,DK,Denmark,DK-SE-------,Joint Bal Zone DK/SE,Joint Balancing Zone between Denmark and Sweden ,DK-TSO-0001,Energinet,Energinet,ITP-00135,Ellund,entry,True,21Z0000000000260,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00135DE THE BZDE-TSO-0005ITP-00109exitJoint Bal Zone DK/SEDK-TSO-0001ITP-00135entry,4,Western Europe,Northern Europe
ITP-00135,Ellund,False,-34.5,17.85,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,ITP-00031,Ellund,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000260,,exit,True,Joint Bal Zone DK/SE,Transmission,DK,Denmark,DK-SE-------,Joint Bal Zone DK/SE,Joint Balancing Zone between Denmark and Sweden ,DK-TSO-0001,Energinet,Energinet,ITP-00135,Ellund,entry,True,21Z0000000000260,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00135DE THE BZDE-TSO-0009ITP-00031exitJoint Bal Zone DK/SEDK-TSO-0001ITP-00135entry,4,Western Europe,Northern Europe
ITP-00135,Ellund,False,-34.5,17.85,Joint Bal Zone DK/SE,Transmission,DK,Denmark,DK-SE-------,Joint Bal Zone DK/SE,Joint Balancing Zone between Denmark and Sweden ,DK-TSO-0001,Energinet,Energinet,ITP-00135,Ellund,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000260,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00109,ELLUND,entry,True,21Z000000000144V,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00135Joint Bal Zone DK/SEDK-TSO-0001ITP-00135exitDE THE BZDE-TSO-0005ITP-00109entry,4,Northern Europe,Western Europe
ITP-00135,Ellund,False,-34.5,17.85,Joint Bal Zone DK/SE,Transmission,DK,Denmark,DK-SE-------,Joint Bal Zone DK/SE,Joint Balancing Zone between Denmark and Sweden ,DK-TSO-0001,Energinet,Energinet,ITP-00135,Ellund,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,21Z0000000000260,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0009,OGE,Open Grid Europe GmbH,ITP-00031,Ellund,entry,True,21Z0000000000260,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00135Joint Bal Zone DK/SEDK-TSO-0001ITP-00135exitDE THE BZDE-TSO-0009ITP-00031entry,4,Northern Europe,Western Europe
