country,pointKey,pointLabel,isSingleOperator,pointTpMapX,pointTpMapY,fromSystemLabel,fromInfrastructureTypeLabel,fromCountryKey,fromCountryLabel,fromDirectionKey,fromOperatorKey,fromBzKey,fromPointKey,toSystemLabel,toInfrastructureTypeLabel,toCountryKey,toCountryLabel,toOperatorKey,toOperatorLabel,toBzKey,toPointKey,toPointLabel,validFrom,validto,lastUpdateDateTime,id
UK,DIS-00106,Glenmavis,False,-102.04,22.31,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00106,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00106UKUK-TSO-0001DIS-00106exitDistribution
UK,DIS-00107,Gosberton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00107,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00107UKUK-TSO-0001DIS-00107exitDistribution
UK,DIS-00108,Great Wilbraham,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00108,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00108UKUK-TSO-0001DIS-00108exitDistribution
UK,DIS-00109,Guyzance,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00109,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00109UKUK-TSO-0001DIS-00109exitDistribution
UK,DIS-00110,Hardwick,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00110,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00110UKUK-TSO-0001DIS-00110exitDistribution
UK,DIS-00111,Holmes Chapel,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00111,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00111UKUK-TSO-0001DIS-00111exitDistribution
UK,DIS-00112,Horndon,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00112,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00112UKUK-TSO-0001DIS-00112exitDistribution
UK,DIS-00113,Humbleton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00113,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00113UKUK-TSO-0001DIS-00113exitDistribution
UK,DIS-00114,Hume,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00114,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00114UKUK-TSO-0001DIS-00114exitDistribution
UK,DIS-00115,Ilchester,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00115,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00115UKUK-TSO-0001DIS-00115exitDistribution
UK,DIS-00116,Ipsden,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00116,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00116UKUK-TSO-0001DIS-00116exitDistribution
UK,DIS-00117,Ipsden 2,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00117,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00117UKUK-TSO-0001DIS-00117exitDistribution
UK,DIS-00118,Keld,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00118,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00118UKUK-TSO-0001DIS-00118exitDistribution
UK,DIS-00119,Kenn,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00119,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00119UKUK-TSO-0001DIS-00119exitDistribution
UK,DIS-00120,Kinknockie,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00120,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00120UKUK-TSO-0001DIS-00120exitDistribution
UK,DIS-00121,Kirkstead,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00121,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00121UKUK-TSO-0001DIS-00121exitDistribution
UK,DIS-00122,Langholm,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00122,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00122UKUK-TSO-0001DIS-00122exitDistribution
UK,DIS-00123,Leamington,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00123,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00123UKUK-TSO-0001DIS-00123exitDistribution
UK,DIS-00124,Little Burdon,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00124,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00124UKUK-TSO-0001DIS-00124exitDistribution
UK,DIS-00125,Littleton Drew,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00125,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00125UKUK-TSO-0001DIS-00125exitDistribution
UK,DIS-00126,Lockerbie,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00126,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00126UKUK-TSO-0001DIS-00126exitDistribution
UK,DIS-00127,Lower Quinton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00127,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00127UKUK-TSO-0001DIS-00127exitDistribution
UK,DIS-00128,Lupton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00128,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00128UKUK-TSO-0001DIS-00128exitDistribution
UK,DIS-00129,Luxborough Lane,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00129,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00129UKUK-TSO-0001DIS-00129exitDistribution
UK,DIS-00130,Lyneham (Choakford),False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00130,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00130UKUK-TSO-0001DIS-00130exitDistribution
UK,DIS-00131,Maelor,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00131,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00131UKUK-TSO-0001DIS-00131exitDistribution
UK,DIS-00132,Malpas,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00132,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00132UKUK-TSO-0001DIS-00132exitDistribution
UK,DIS-00133,Mappowder,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00133,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00133UKUK-TSO-0001DIS-00133exitDistribution
UK,DIS-00134,Market Harborough,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00134,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00134UKUK-TSO-0001DIS-00134exitDistribution
UK,DIS-00135,Matching Green,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00135,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00135UKUK-TSO-0001DIS-00135exitDistribution
UK,DIS-00136,Melkinthorpe,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00136,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00136UKUK-TSO-0001DIS-00136exitDistribution
UK,DIS-00137,Mickle Trafford,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00137,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00137UKUK-TSO-0001DIS-00137exitDistribution
UK,DIS-00138,Milwich,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00138,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00138UKUK-TSO-0001DIS-00138exitDistribution
UK,DIS-00139,Netherhowcleugh,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00139,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00139UKUK-TSO-0001DIS-00139exitDistribution
UK,DIS-00140,Pannal,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00140,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00140UKUK-TSO-0001DIS-00140exitDistribution
UK,DIS-00141,Partington,False,-96.2,6.12,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00141,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00141UKUK-TSO-0001DIS-00141exitDistribution
UK,DIS-00142,Paull,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00142,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00142UKUK-TSO-0001DIS-00142exitDistribution
UK,DIS-00143,Peterborough Eye (Tee),False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00143,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00143UKUK-TSO-0001DIS-00143exitDistribution
UK,DIS-00144,Peters Green,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00144,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00144UKUK-TSO-0001DIS-00144exitDistribution
UK,DIS-00145,Peters Green South Mimms,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00145,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00145UKUK-TSO-0001DIS-00145exitDistribution
UK,DIS-00146,Pickering,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00146,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00146UKUK-TSO-0001DIS-00146exitDistribution
UK,DIS-00147,Pitcairngreen,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00147,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00147UKUK-TSO-0001DIS-00147exitDistribution
UK,DIS-00148,Pucklechurch,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00148,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00148UKUK-TSO-0001DIS-00148exitDistribution
UK,DIS-00149,Rawcliffe,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00149,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00149UKUK-TSO-0001DIS-00149exitDistribution
UK,DIS-00150,Ross (SW),False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00150,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00150UKUK-TSO-0001DIS-00150exitDistribution
UK,DIS-00151,Ross (WM),False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00151,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00151UKUK-TSO-0001DIS-00151exitDistribution
UK,DIS-00152,Roudham Heath,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00152,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00152UKUK-TSO-0001DIS-00152exitDistribution
UK,DIS-00153,Royston,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00153,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00153UKUK-TSO-0001DIS-00153exitDistribution
UK,DIS-00154,Rugby,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00154,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00154UKUK-TSO-0001DIS-00154exitDistribution
UK,DIS-00155,Saltwick Pressure Controlled,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00155,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00155UKUK-TSO-0001DIS-00155exitDistribution
UK,DIS-00156,Saltwick Volumetric Controlled,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00156,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00156UKUK-TSO-0001DIS-00156exitDistribution
UK,DIS-00157,Samlesbury,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00157,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00157UKUK-TSO-0001DIS-00157exitDistribution
UK,DIS-00158,Seabank (DN),False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00158,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00158UKUK-TSO-0001DIS-00158exitDistribution
UK,DIS-00159,Shorne,False,0.0,0.0,UK,Transmission,UK,United Kingdom,exit,UK-TSO-0001,UK---------,DIS-00159,Distribution,Distribution,UK,United Kingdom,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00159UKUK-TSO-0001DIS-00159exitDistribution
BE,DIS-00191,Distribution (BE) H-zone,False,-61.22,-14.77,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,DIS-00191,Distribution,Distribution,BE,Belgium,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00191BeLuxBE-TSO-0001DIS-00191exitDistribution
BE,DIS-00191,Distribution (BE) H-zone,False,-61.22,-14.77,Distribution,Distribution,BE,Belgium,,,,,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,BE-LUX------,DIS-00191,Distribution H-Zone,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00191DistributionBeLuxBE-TSO-0001DIS-00191entry
BE,DIS-00192,Distribution (BE) L-zone,False,-58.32,-13.8,Distribution,Distribution,BE,Belgium,,,,,L-Zone,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,BE-L-ZONE--,DIS-00192,Distribution L-Zone,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00192DistributionL-ZoneBE-TSO-0001DIS-00192entry
BE,DIS-00192,Distribution (BE) L-zone,False,-58.32,-13.8,L-Zone,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-L-ZONE--,DIS-00192,Distribution,Distribution,BE,Belgium,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsDIS-00192L-ZoneBE-TSO-0001DIS-00192exitDistribution
BE,FNC-00033,Final consumers (BE) (Fluxys) Industrial clients H-zone,False,-61.22,-14.77,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,FNC-00033,Final Consumers,Final Consumers,BE,Belgium,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00033BeLuxBE-TSO-0001FNC-00033exitFinal Consumers
BE,FNC-00033,Final consumers (BE) (Fluxys) Industrial clients H-zone,False,-61.22,-14.77,Final Consumers,Final Consumers,BE,Belgium,,,,,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,BE-LUX------,FNC-00033,Industrial clients H-zone,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00033Final ConsumersBeLuxBE-TSO-0001FNC-00033entry
BE,FNC-00034,Final consumers (BE) (Fluxys) Industrial clients L-zone,False,-58.32,-13.8,Final Consumers,Final Consumers,BE,Belgium,,,,,L-Zone,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,BE-L-ZONE--,FNC-00034,Industrial clients L-zone,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00034Final ConsumersL-ZoneBE-TSO-0001FNC-00034entry
BE,FNC-00034,Final consumers (BE) (Fluxys) Industrial clients L-zone,False,-58.32,-13.8,L-Zone,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-L-ZONE--,FNC-00034,Final Consumers,Final Consumers,BE,Belgium,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00034L-ZoneBE-TSO-0001FNC-00034exitFinal Consumers
BE,FNC-00035,Final consumers (BE) (Fluxys) Power Plants H-zone,False,-61.22,-14.77,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,FNC-00035,Final Consumers,Final Consumers,BE,Belgium,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00035BeLuxBE-TSO-0001FNC-00035exitFinal Consumers
BE,FNC-00035,Final consumers (BE) (Fluxys) Power Plants H-zone,False,-61.22,-14.77,Final Consumers,Final Consumers,BE,Belgium,,,,,BeLux,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,BE-LUX------,FNC-00035,Power Plants H-zone,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00035Final ConsumersBeLuxBE-TSO-0001FNC-00035entry
BE,FNC-00036,Final consumers (BE) (Fluxys) Power Plants L-zone,False,-58.32,-13.8,Final Consumers,Final Consumers,BE,Belgium,,,,,L-Zone,Transmission,BE,Belgium,BE-TSO-0001,Fluxys Belgium,BE-L-ZONE--,FNC-00036,Final consumers (BE) (Fluxys) Power Plants L-zone,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00036Final ConsumersL-ZoneBE-TSO-0001FNC-00036entry
BE,FNC-00036,Final consumers (BE) (Fluxys) Power Plants L-zone,False,-58.32,-13.8,L-Zone,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-L-ZONE--,FNC-00036,Final Consumers,Final Consumers,BE,Belgium,,,,,,,,Jan  6 2025  3:40AM,4InterconnectionsFNC-00036L-ZoneBE-TSO-0001FNC-00036exitFinal Consumers
BE,ITP-00038,Hilvarenbeek,False,-56.56,-11.26,L-Zone,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-L-ZONE--,ITP-00038,Netherlands,Transmission,NL,Netherlands,NL-TSO-0001,GTS,NL---------,ITP-00038,Hilvarenbeek,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00038L-ZoneBE-TSO-0001ITP-00038exitNetherlandsNL-TSO-0001ITP-00038entry
BE,ITP-00061,Zeebrugge IZT,False,-67.33,-11.5,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00061,IUK,Transmission,UK,United Kingdom,UK-TSO-0003,Interconnector,UK-IUK-----,ITP-00061,Zeebrugge FTS,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00061BeLuxBE-TSO-0001ITP-00061exitIUKUK-TSO-0003ITP-00061entry
BE,ITP-00088,Zandvliet H-gas,False,-61.0,-11.48,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00088,Netherlands,Transmission,NL,Netherlands,NL-TSO-0001,GTS,NL---------,ITP-00088,Zandvliet-H,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00088BeLuxBE-TSO-0001ITP-00088exitNetherlandsNL-TSO-0001ITP-00088entry
BE,ITP-00101,Zelzate,False,-63.11,-12.94,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00101,Netherlands,Transmission,NL,Netherlands,NL-TSO-0001,GTS,NL---------,ITP-00101,Zelzate,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00101BeLuxBE-TSO-0001ITP-00101exitNetherlandsNL-TSO-0001ITP-00101entry
BE,ITP-00106,Zeebrugge ZPT,False,-66.93,-11.5,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00106,Transmission,Transmission,NO,Norway,NO-TSO-0001,Gassco,,ITP-00106,Zeebrugge ZPT,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00106BeLuxBE-TSO-0001ITP-00106exitTransmissionNO-TSO-0001ITP-00106entry
BE,ITP-00110,Zelzate (Zebra Pijpleiding),False,-63.94,-12.68,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00110,Netherlands,Transmission,NL,Netherlands,NL-TSO-0001,GTS,NL---------,ITP-00110,Zelzate 2,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00110BeLuxBE-TSO-0001ITP-00110exitNetherlandsNL-TSO-0001ITP-00110entry
BE,ITP-00112,Eynatten 1 (BE) // Lichtenbusch / Raeren (DE),False,-51.06,-18.02,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00112,DE THE BZ,Transmission,DE,Germany,DE-TSO-0001,GASCADE,DE-THE-----,ITP-00112,Eynatten,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00112BeLuxBE-TSO-0001ITP-00112exitDE THE BZDE-TSO-0001ITP-00112entry
BE,ITP-00113,GDLux (BE) / Bras Petange (LU),False,-52.51,-25.48,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00113,BeLux,Transmission,LU,Luxemburg,LU-TSO-0001,CREOS,BE-LUX------,ITP-00113,Entry Point Belgium,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00113BeLuxBE-TSO-0001ITP-00113exitBeLuxLU-TSO-0001ITP-00113entry
BE,ITP-00115,Blaregnies L (BE) / Taisnières B (FR),False,-63.37,-20.39,L-Zone,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-L-ZONE--,ITP-00115,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,FR----------,ITP-00115,TAISNIERES B,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00115L-ZoneBE-TSO-0001ITP-00115exitTRFFR-TSO-0003ITP-00115entry
BE,ITP-00152,Blaregnies (BE) / Taisnières (H) (FR) (Segeo/Troll),False,-62.67,-20.63,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00114,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,FR----------,ITP-00152,TAISNIERES H,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00152BeLuxBE-TSO-0001ITP-00114exitTRFFR-TSO-0003ITP-00152entry
BE,ITP-00152,Blaregnies (BE) / Taisnières (H) (FR) (Segeo/Troll),False,-62.67,-20.63,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00147,TRF,Transmission,FR,France,FR-TSO-0003,GRTgaz,FR----------,ITP-00152,TAISNIERES H,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00152BeLuxBE-TSO-0001ITP-00147exitTRFFR-TSO-0003ITP-00152entry
BE,ITP-00159,Eynatten 2 (BE) // Lichtenbusch / Raeren (DE),False,-51.06,-18.02,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00159,DE THE BZ,Transmission,DE,Germany,DE-TSO-0002,Thyssengas,DE-THE-----,ITP-00034,Lichtenbusch,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00159BeLuxBE-TSO-0001ITP-00159exitDE THE BZDE-TSO-0002ITP-00034entry
BE,ITP-00159,Eynatten 2 (BE) // Lichtenbusch / Raeren (DE),False,-51.06,-18.02,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00159,DE THE BZ,Transmission,DE,Germany,DE-TSO-0007,Fluxys TENP GmbH,DE-THE-----,ITP-00057,Eynatten,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00159BeLuxBE-TSO-0001ITP-00159exitDE THE BZDE-TSO-0007ITP-00057entry
BE,ITP-00258,'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL),False,-52.51,-16.93,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00258,Netherlands,Transmission,NL,Netherlands,NL-TSO-0001,GTS,NL---------,ITP-00258,'s Gravenvoeren,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00258BeLuxBE-TSO-0001ITP-00258exitNetherlandsNL-TSO-0001ITP-00258entry
BE,ITP-00289,BE Quality Conversion Point H-Zone,True,-60.64,-14.2,BeLux,Transmission,BE,Belgium,exit,BE-TSO-0001,BE-LUX------,ITP-00289,L-Zone,Transmission,BE,Belgium,,,BE-L-ZONE--,,,,,Jan  6 2025  3:40AM,4InterconnectionsITP-00289BeLuxBE-TSO-0001ITP-00289exitL-Zone
